query,country,category,domain,homepage_url,http_status,duration_ms,emails_all,email_best,phones,priority,last_seen,email_sent
universidad site:.ec,ec,universidad,ups.edu.ec,https://www.ups.edu.ec/,200,1956,"srector@ups.edu.ec, admisionescue@ups.edu.ec, admisionesuio@ups.edu.ec, admisionesgye@ups.edu.ec",admisionescue@ups.edu.ec,"1620746533255, 1637633544000, 1585326283578, 104857600, 1757075632983, 1585326280656, 1757075574798, 1757075596118, 1757075632879, 72292288, 43288058, 7803-86108919, 17441411, 51485821, 53729748, 07 4135250, 0995058930, 1618069908247, 0998447486, 0983713210",10,2025-09-24T12:11:56.212695,No
club de golf site:.ec,ec,club,gcc.ec,https://gcc.ec/,200,1618,atencionalsocio@gcc.ec,atencionalsocio@gcc.ec,"1758674593, 1758674594, 59674820, 593983373894, 593 96 252 2642",1,2025-09-24T12:16:42.828031,No
club de golf site:.ec,ec,club,ctgc.ec,https://ctgc.ec/,200,1898,hello@uplandsgolf.com,hello@uplandsgolf.com,"12171605, 1733103583, 1733152260, 1743103527, 20190617, 112556141, 1610425172829, 1.42857143, 214.015625, 02891026, 1.999981219951, 2.000004695012, 800-222-4545, 1-800-222-4545, 593987639700",7,2025-09-24T12:16:43.109681,No
club de golf site:.ec,ec,club,kayak.com.ec,https://www.kayak.com.ec/Naples-Hoteles-Naples-Beach-Hotel-and-Golf-Club.32635.ksp,200,1226,u003caccount@notification.kayak.com,u003caccount@notification.kayak.com,"20250923.0601, 16.6666667, 33.3333333, 41.6666667, 58.3333333, 66.6666667, 83.3333333, 91.6666667, 042680118, 1.06666667, 00000000, 265.905024, 90811893045, +1 239 261 2222, 4137-204529, 32635-7371, 011-178639, 0658-021452, 26.158361, 81.809315, 26.1422222, 81.7927778, 26.141186, 81.790441, 26.071740511428, 81.786261132202, 20 153.333, 815-14.555 117, 638-13.895 118, 180 113.749, 767 20 103.362, 20 113.749, 599 40 127.818, 852 68.281-121, 25.199.815, 21.221 106.432, 94.917 110.697, 82.208 100, 20 162.082, 37.918 180, 100 117.792, 162.082 180, 180 162.082, 117.792 100, 174.973 150.594, 737 50.164 124, 704-17.674.001, 21.919 180, 15 173.081, 15 164.545, 180 155.435, 67-24.128 160, 909 34.546 100, 63.908 165.455, 100 165.455, 305 99.169 118, 47 35 149.515, 847 58.667 100, 203.153 141.333, 34.972 170, 30 165.034, 30 155.239, 1.593-115.934, 3.976-121.406, 83.991 152.874, 1.448 105.195, 2.504-105.231, 065 42.955 125, 0-21.569.525, 180 60 167.249, 100 115.237, 99.806 134.924, 103.855 132, 93.233 144.755, 119.238 164.801, 84.763 100, 80.762 164.801, 115.237 100, 68.05 114.231, 025 34327.666, 498454544, 8425095137, 1758709001638, 880515781, 770510689, 75339934, 103443037, 673595262, 693575313, 663150419, 1263305889, 182908824, 1042269652, 608081257, 469731040, 1241169913, 1270732347, 1489598996, 1134459000, 239690704, 299501215, 1951596749, 2045572525, 1271253002, 2092691163, 2051446593, 1645968712, 526845593, 1729757880, 21889632, 1988354498, 1037743948, 159617525, 939232393, 101643608, 1196460411, 480425961, 65769240, 1127484857, 1112564762, 129105918, 1376102086, 669617571, 904165038, 1018399662, 58968290, 560029201, 878455058, 712487182, 1290482385, 1296452400, 916234444, 1479763697, 1347289951, 1633196275, 639980999, 180173665, 468226190, 540815475, 060853098, 09688629, 7145963739, 244919050, 305204535, 26.157385, 2684835466, 2684835470, 2684835472, 2684835464, 2684835468, 2684835462, 516899216, 516899214, 2684835458, 516899226, 516899218, 2684835460, 516899220, 516899224, 0.773266960087, 0.233294559290, 10426927, 0.255199306808, 0.256929976449, 1070167592, 0.803338356068, 10281351, 0.858440531301, 0.876105438693, 10612103, 0.336275681963, 0.444325745223, 1072644773, 0.466051598631, 79.090909090909, 80.166666666666, 78.095238095238, 88.757575757575, 30469223, 335277122, 14314523, 05116935, 37335678, 20240830, 446009525344, 163003079204, 56845644, 89254828923, 44442078, 6104187810, 326883944, 72505533, 29391542, 635358612, 60310080, 06631643, 92801369203, 6960234363, 66592241, 21391707, 71542296, 88846399, 72164059993, 0123456789, 4294967296, 123456789",8,2025-09-24T12:16:42.437410,No
club deportivo site:.ec,ec,club,chatolei.com.ec,https://chatolei.com.ec/,200,1393,notificaciones@clubcatolica.com,notificaciones@clubcatolica.com,"5672989785, 1757604609, 10140-1018, 10190-1019, 370362293, 1805595252, 629603987, 251926429, 2207861588, 1144306733, 845140574, 297.984-198.656, 19.19 190.129, 406.709 108.348, 220.438 121.344, 188.438 169.344, 267.705 150, 3256385323, 605236988, 1604226377, 1314780541, 2954577405, 1637993063, 1714696085, 961832700, 625071050, 3329772456, 2125916198, 142337469, 286457410, 2479212040, 1646209623, 1519086355, 932132423, 302381588, 63077961, 1594903786, 1148095971, 3390994221, 1142736806, 3257617847, 546770569, 789537218, 2770507270, 1571059569, 1475300249, 2097952552, 2078017398, 218160933, 455467703, 1882637863, 30211769, 882819396, 843434563, 228114624, 1193749686, 1081892602, 1252903950, 480471615, 1861096123, 906-43.485 192, 16-16 177.195, 0 48.437-121, 899 60.242-186, 579-33.133.899, 37.304.899, 29 30.336 189, 150.634.743-193, 11.97-205.258, 4.734 136.688, 21.36 143.938, 188-25.968-143, 781 33.094 192, 766-20.946 192, 0 62.203-201, 4157418525, 559639038, 693346949, 159332991, 2091874002, 1741338930, 2028503654, 658584530, 149954244, 2611117948, 1854605243, 1119892259, 1494452404, 789886959, 1619650236, 46804326, 1979972801, 621814427, 2003725400, 2663409828, 380535695, 515983338, 338247943, 24773923, 535734665, 675006539, 2082609124, 2082670622, 866585770, 3583096855, 2118299363, 1567601835, 113527450, 324035626, 2117694186, 1192346451, 1536474861, 912129388, 2045615227, 322234750, 3734796757, 129322611, 2144256955, 1102353547, 896768358, 3478076847, 974824191, 328864391, 1879804692, 2430716664, 221691754, 1359892456, 38143861, 662289699, 1924112738, 1618836049, 978146540, 3410020570, 526722989, 183957904811427, 677685264836242, 179750889357710, 1758667444, 553314787, 184029878681427, 373873869894066, 179311598279811, 1758649785, 552106864, 184029664301427, 448084187773686, 181478274134043, 1758576482, 552006973, 184028589341427, 249770817646143, 179199845791587, 1758496296, 553247848, 184027442051427, 523052009596177, 180661844604604, 1758496184, 552958265, 184027441061427, 303114727926223, 180930800357650, 1758494546, 552018145, 184027425281427, 523134563393936, 180806084207856, 1758492721, 551445493, 184027401551427, 261349453014340, 180792310039964, 1758492200, 553171090, 184027394501427, 875900326893783, 179760551189199, 1758484520, 552001417, 184027302791427, 734448854141226, 179649159539772, 1758463573, 552084345, 184026941921427, 588870712978539, 181944769963163, 1758303624, 550739906, 184024680521427, 541463084874893, 180472613396444, 1758213538, 551025828, 184023418571427, 117797389015053, 181671627583232, 1758135197, 550339905, 184022361611427, 625198093308872, 183689283851451, 1757959586, 549823679, 184020076211427, 373971984755221, 185235339130198, 1757806495, 548009205, 184017929741427, 303114827279249, 180785127802945, 1757805619, 549198138, 184017914381427, 318717150678828, 180601505333787, 1757802239, 547755908, 184017869561427, 707144030816256, 180559127064219, 1757801150, 546532219, 184017859181427, 650204167714224, 179689556219496, 1757798347, 548869591, 184017821291427, 177461341274837, 178633449844661, 1757795596, 547843492, 184017786821427, 260008993771298, 70513236, 499652976, 373932925, 611249608, 1271232411, 689480342, 221395888, 840082915, 1233316209, 2082499721, 1234161489, 2 416 224 416",3,2025-09-24T13:47:53.673924,No
club deportivo site:.ec,ec,club,colegioamericano.edu.ec,https://www.colegioamericano.edu.ec/club-de-alto-rendimiento,200,2080,"605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com, 1d7d0a2217a04496808b11f7603693e5@sentry-next.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com",605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"36939395, 2545352419, 1394532347, 74290729, (331.62664672, 331.626646727427, (333.06779697, 333.067796979198, 1758714473829, 5 49 117 102, 72.277 150.802, 89.545 151, 13 26 174 148, 228-44.772 100, 100 44.772 100, 33 33 133.333, 05-14.817.142, 05 11.541.133, 291-12.383.084, 017 10.883.067, 091 16.183.067, 067-10.883.175, 1499859556332, 2147483648, 279642294995, 783305895, 1854883564, 99770747, 34306-4577, 772136167, 3430645774, 149 64.818 117, 107 41.149 133, 133 153.107 127, 42825314, 42812798, 06493307, 34662810, 95967056, 9892-2932-455, 3122-4351-878, 9032226291, 767772112, 2-5350-6322-487, 40127106, 04496808, 45348643784, 71-525908938, 1712549971, 9346101436, 65154264, 39-9681-7518, 700-8487-6366, 94380980, 0739-6252-8018, 677-4847-8749, 40299017, 573-8475973, 15396787, 00023225876, 60-3020-5989, 439916890, 26109-514, 76359954, 19009198, 07-2918-9924, 14635280, 14635256, 06-033101, 373906-0461, 4.989999771118, 211069460329, 20302606, 76-5976-4036-841, 502286310, 376-1258506, 19546870, 841522-8665-489, 4143-8743-965, 51357843, 40-4979-4878, 3.990000009536, 635-8505-3391-9791, 29178430, 9392-5604-1148, 88065378, 1758714472.6377, 122581519781236, 6659763008, 81663569, 1718286420089, 1718286420189, 1718286420289, 1718286420389, 1718286420490, 1718286420590, 1718286420690",6,2025-09-24T13:47:54.361066,No
club deportivo site:.ec,ec,club,aampetra.edu.ec,https://aampetra.edu.ec/club-deportivo-aampetra,200,1857,"info@test.com, info1@aampetra.edu.ec, informacionaampetrai@aampetra.edu.ec",info1@aampetra.edu.ec,"0960-097-088, +593960097088, 0960-097-332, 593960097088, 168.83 200.504, 365.083 199, 34.432 357.903, 318.087 318.087, 982 52.982-132, 708 62.922-195, 18.956 214.905, 28.836 134, 218-65.217 170, 956-65.217 236, 661 57.416 102, 661 44.265 157, 1.000000000000, 000081803053914, 031309545862313, 825637102127075",8,2025-09-24T13:47:54.138542,No
club deportivo site:.cl,cl,club,lacatolica.cl,https://www.lacatolica.cl/,200,2375,cduc@cduc.cl,cduc@cduc.cl,"1120101678, 971393655, 11254422, 471176336379050, 511.000000, 20.000000, 30.41 553.148, 32.076 553.148, 36.186 554.814, 37.852 556.869, 37.852 560, 36.186 560, 32.076 558.924, 30.41 556.869, 60.657 530.342, 55.887 530.342, 44.114 535.114, 39.342 541, 39.342 551.658, 44.114 551.658, 55.887 546.887, 60.657 541, 33.886 524.886, 58.899 532, 66.113 541, 66.113 557.115, 58.899 557.115, 33.886 541, 65.022 564.756, 66.606 564.346, 69.06 563.154, 70.057 562.106, 72.155 560, 72.803 558.662, 73.757 556.021, 74.244 553.102, 74.521 548.997, 74.552 541, 74.552 532.056, 74.521 528.898, 74.244 524.393, 73.757 523.338, 72.803 520.942, 72.155 519.894, 70.057 518.197, 69.06 517.654, 66.606 516.755, 65.022 516.623, 58.943 516.448, 57.996 516.448, 42.003 516.479, 41.056 516.623, 34.978 517.244, 33.391 517.654, 30.938 518.846, 29.942 519.894, 27.846 521, 27.196 523.338, 26.244 525.979, 25.756 528.898, 25.479 533.004, 25.448 541, 25.448 549.943, 25.479 553.102, 25.756 557.607, 26.244 558.662, 27.196 561.058, 27.846 562.106, 29.942 563.803, 30.938 564.346, 33.391 565.244, 34.978 565.378, 41.056 565.552, 42.003 565.552, 57.996 565.522, 58.943 565.378, 34.438 570.167, 32.258 569.425, 28.377 567.633, 26.702 565.965, 23.368 562.623, 22.342 560.652, 20.834 556.562, 20.326 553.369, 20.033 549.148, 20 531.831, 20.033 528.631, 20.326 523.257, 20.834 521.349, 22.342 517.703, 23.368 516.035, 26.702 513.342, 28.377 512.574, 32.258 511.326, 34.438 511.181, 40.831 511, 41.851 511, 58.147 511.035, 59.17 511.181, 65.562 511.834, 67.743 512.574, 71.625 514.368, 73.296 516.035, 76.634 519.376, 77.658 521.349, 79.167 525.438, 79.673 528.631, 79.965 532.853, 80.001 541, 80.001 550.169, 79.965 553.369, 79.673 558.743, 79.167 560.652, 77.658 564.297, 76.634 565.965, 73.296 568.659, 71.625 569.425, 67.743 570.674, 65.562 570, 58.147 571, 41.851 570.966, 40.831 570",2,2025-09-24T13:57:35.210044,No
club deportivo site:.cl,cl,club,clubmanquehue.cl,https://clubmanquehue.cl/,200,3755,personas@clubmanquehue.cl,personas@clubmanquehue.cl,"00000057, 2.333333333333, 1.733333333333, 2.666666666666, 2.133333333333, 1.333333333333, 1.066666666666, 1755767256, 1750901693, 1755781838, 1753807572, 1753807637, 1758628343, 1750898806, 1750898791, 1750899782, (260.481 510, 294.312.312, 482.085.268.268, 2025-009-300, 2025-009-1024, 2025-009-768, 2025-009-1536, 2025-009-2048, 1084011210028, 1752610341, 4496125820",6,2025-09-24T13:57:36.590669,No
club deportivo site:.cl,cl,club,palestino.cl,https://palestino.cl/,200,609,"%20marco.caballero@palestino.cl, marco.caballero@palestino.cl, %20rosario.fuenzalida@palestino.cl, rosario.fuenzalida@palestino.cl",marco.caballero@palestino.cl,"1757339799534, 1754935414, 00000007, 00000010, 28052657, 48287187, 968.172 426, 102-27.658 120, 133.48 204.706, 257.334 204.706, 0-264.022-118, 44-264.022-264, 84.18-229.676, 7.834-123.938, 458 48.266-328, 098 135.904, 638 87.638-135, 902 204.158-135, 902 328.096, 48.264 240.458, 135.902 328.096, 64 87.638 204, 16 135.904 328, 458-48.266 328, 098-135.904, 638-87.638 135, 902-204.158 135, 902-328.096, 0 232.447 232, 0.100000000000, 000005551115123, 125782702118158, 3404541015625, 1758714996, 0 191.255 191, 1719709281124, 76679678",9,2025-09-24T13:57:33.445092,No
futbol americano site:.ar,ar,futbol,espn.com.ar,https://www.espn.com.ar/futbol-americano/,200,891,"%252fi%252fmobile%252fwebsite%252fimg%252fespn_app_72@2x.png, %2fi%2fmobile%2fwebsite%2fimg%2fespn_app_72@2x.png, espn-404@2x.png",espn-404@2x.png,"116656161708917, 317469184, 21783347309, 12129264, 15719014, 18-15721789-240, 14332455, 18-14332455-240, 15722164, 15722172, 15721714, 15721743, 15718792, 15718795, 15721059, 15721065, 15720878, 15720897, 15718891, 15718896, 15717482, 15717489, 15714606, 15714611, 15719989, 18-15719989-240, 15689061, 92615998, 15716823, 15718476, 18-15718476-240, 15718454, 15710489, 15692985, 15718499, 15717490, 18-15717655-240, 15714502, 18-15714502-240, 15717001, 15714326, 15712450, 18-15712450-240, 15711798, 15712485, 15710717, 18-15710717-240, 15710595, 15708764, 15712038, 18-15712038-240, 401772812, 15712018, 15712817, 20250922, 15714568, 15714571, 15714569, 15714570, 15710904, 15714572, 15710866, 15709778, 15708759, 17784479, 18-15721776-240, 18-15719014, 18-15722172-240, 18-15722164, 18-15721743-240, 18-15721714, 18-15718795-240, 18-15718792, 18-15721065-240, 18-15721059, 18-15720897-240, 18-15720878, 18-15718896-240, 18-15718891, 18-15717489-240, 18-15717482, 18-15714611-240, 18-15714606, 49450839, 087289812, 18-15719998-240, 18-15689061, 18-15719988-240, 18-15716823-174, 18-15718460-240, 18-15718454, 18-15718500-240, 18-15710489-174, 18-15717645-240, 18-15717490, 18-15717428-240, 18-15717001-174, 18-15714499-240, 18-15714326-174, 18-15712438-240, 18-15711798, 18-15713819-240, 18-15712485, 18-15710669-240, 18-15710595, 18-15710667-240, 18-15710881-240, 18-15710866, 18-15709789-240, 18-15709778, 18-15708759-240, 18-15708764-240, 15710887, 18-15712018-240, 18-15712862-240, 18-15712817-174, 15714579, 310987714",1,2025-09-25T10:55:31.054533,No
futbol americano site:.ar,ar,futbol,eventbrite.com.ar,https://www.eventbrite.com.ar/b/fl--miami/sports-and-fitness/football/,200,1328,"prensa@eventbrite.com.ar, caridad@eventbrite.com.ar, pedidos@eventbrite.com.ar, cuotas@eventbrite.com.ar, soporte@eventbrite.com.ar, nonprofit@eventbrite.com",prensa@eventbrite.com.ar,"17950228887, 23811007, 28218816837, 3973709943, 395.253.648.255, 255.674.254, 79529991, 7011106284, 046.046.006.005, 006.007.067.072, 105.636.636, 0 00.016.124, 38-11.846.635, 137.456.456, 3.569.985.177, 0 003.112.684, 0 014.292.422, 4.977.703.221, 1.79.758.221, 326.587.587, 136.587.587, 381.136.431.431, 38.135.431.431, 056.24.157.326, 0 00.381.135, 057.24.158.326, 326.431.431, 327.587.587, 486.214.662.662, 482.666.656.656, 754.29.691.691, 672.31.672.693, 44.12.564.318, 0 01.598.366, 61.142.756, 0 00.006.056, 005.029.009.059, 04.33.123.624, 0 01.308.292, 013.014.001.002, 477.404.477, 001.001.172, 245.575.246, 0 01.966.253, 079.214.166.467, 224.727.107.486, 496.007.005, 0 00.175.118, 172.47.248.423, 176.648.143.743, 816.514.018, 467.44.448.297, 006.471.035.505, 096.077.321, 004.95.977.977, 079.04.184.074, 316.067.263.163, 1.023.233.819, 473.596 473.596, 474.015 474.015, 495.395 495.395, 3.398 183.988, 016.02.032.028, 063.195.097.402, 297.803.392, 0 01.721.462, 341.38.574.842, 177.098.429.466, 74.365.307, 0 012.778.418, 16.11.324.148, 014.03.155.002, 0 10.863.505, 0 01.122.392, 1607771450689, 1064599303, 2821698611161, 20250701-2050, 80.1847167, 1716375077059, 1128393503, 547161881611, 20250918-1730, 4.96138996139, 9.23809487479, 488195564, 25.7986103, 80.1999724, 1632778738159, 1105673493, 1366878537293, 20250826-1755, 25.7822086, 80.1383077, 1661042907049, 1113143883, 199010984137, 20250903-1610, 25.7753966, 80.1921058, 1661287899829, 1113388933, 20250903-1907, 904719930854, 1661291731289, 1113393533, 20250903-1910, 1732648852359, 1132049883, 211258538056, 20250922-2347, 25.8031522, 80.1952058, 1661049386429, 1113151293, 20250903-1616, 6393334799, 85933669, 80.210268, 25.766368, 1-877-297-6805, 37.775262, 1-855-292-7905, 487922291, 0800 444 9226, 888-221-1161, 1-888-855-2521, 368260521, 85632505, 1-804-201-9585, 1-855-872-1525, 122.400197, 0800 333 1101, 1-888-248-4220, 1-415-694-7900, 102191575, 85633793, 85688651, 102085771, 85896151, 113234887271, 1607764790769, 283329883, 85889179, 58890114243, 287812253, 85933671, 85882053, 59879008383, 266125083, 85896175, 12687257448, 285452733, 285493303, 285494233, 85896201, 28155275913, 288386283, 29145447850, 285453923, 1119407323, 2586426585171, 20250909-2253, 0.499034749035, 0.509505703422, 921492883, 065023787, 85933615, 1681344640079, 106224727261, 80.3503702, 25.8123544, 286450113, 1114304323, 468848468401, 20250904-1525, 0.502840909091, 0.522373540856, 85933563, 85896159, 1661806721639, 35997560303, 80.171895400000, 25.8892797, 285558863, 1121337873, 933626142323, 20250911-1617, 7339920079, 27950805, 85896193, 1598591763999, 46191189693, 80.1819268, 25.8558416, 282969343, 1100576773, 2618485457311, 20250820-1325, 0.049242424242, 0.827137546468, 85866193, 1582278992059, 107279177101, 80.137668200000, 25.801561, 282322353, 1090898603, 2768972030741, 20250807-2203, 0.004515853102, 0.001118677042, 85869827, 1568255437229, 104011593011, 80.2012792, 25.8029633, 281793203, 1113574263, 167352693576, 20250903-2139, 0.475680933852, 0.012645914396, 133868958, 85933551, 85833929, 1611338710459, 10659051699, 80.176198900000, 25.8681778, 285526293, 1109004093, 2148059310933, 20250829-1938, 0.442129597519, 0.576227384548, 0004828667, 85896183, 1645186480049, 16596000452, 80.3094416, 25.7791614, 284809133, 1105790823, 1097144917023, 20250826-1929, 716694911, 85889189, 1632974794569, 52581782883, 80.2569946, 25.776822, 284263413, 66694588, 52789786, 1758790531115, 80783987, 168872767, 744657943, 9255.377672, 70420559, 323539362, 4488081829, 5309.61051365, 5737.024772, 1686.515414, 841.88050945, 4199.810320, 605910912, 9346236979, 2647.85142530, 544.42871407, 265480820",7,2025-09-25T10:55:31.493720,No
colegio site:.ar,ar,colegio,esc.edu.ar,https://www.belgrano.esc.edu.ar/,200,4114,colegio@belgrano.esc.edu.ar,colegio@belgrano.esc.edu.ar,"1750699850, 1745346671, 1750710660, 1745346672, 1758569071, 1745346673, 1745339666, 1743002066, 1743002069, 1743002073, 02010100, 66461825, 60890567, 929 333 958 304, 929 208 896 208, 71 333 104 333, 929 583 958 554, 929 458 896 458, 71 583 104 583, 929 833 958 804, 929 708 896 708, 71 833 104 833, 500 408 258 167, 246 154 233 150, 217 150 196 150, 179 158 167 167, 154 179 150 196, 150 212 150 229, 154 242 171 254, 408 500 167 742, 138 771 138 800, 167 829 196 858, 225 858 254 829, 496 587 738 829, 750 842 767 846, 783 846 800 846, 817 842 829 829, 842 817 846 804, 846 783 846 767, 842 750 829 737, 588 500 833 258, 863 229 863 200, 833 171 804 137, 775 137 742 167, 629 125 613 133, 296 454 292 471, 292 487 292 504, 296 521 308 533, 617 867 629 875, 646 875 663 875, 679 871 692 858, 704 846 713 829, 713 812 713 796, 708 779 692 767, 438 487 692 225, 700 217 708 204, 708 187 708 171, 704 154 692 142, 675 129 663 125, 708 521 713 504, 713 487 713 471, 708 454 696 446, 388 133 375 125, 354 125 338 125, 325 129 313 142, 300 154 292 171, 292 187 292 204, 296 221 308 233, 563 492 304 771, 292 783 288 800, 288 817 288 833, 296 850 308 863, 321 871 338 875, 354 875 371 875, 388 867 400 854, 5491127437114, 42920353, 1160890567, 1.199999999999, 999955591079014, 993738383054733, 2763671875",4,2025-09-25T14:16:03.951928,No
colegio site:.ar,ar,colegio,tarbut.edu.ar,https://www.tarbut.edu.ar/cms/,200,2099,"admisiones@tarbut.edu.ar, colegio@tarbut.edu",admisiones@tarbut.edu.ar,"1758717984, 1758717987, 1742258848, 1742258858, 1742258867, 1742258875, 5491133959415, +541147943444, 54 (11) 4794-3444, 1758717985, 50649848277, 54473497, 6497476653868, 1758802518, 733537509, 52428800",6,2025-09-25T14:16:01.939651,No
colegio site:.ar,ar,colegio,capsf.ar,https://capsf.ar/,200,2404,d1tecnica@cad1.org.ar,d1tecnica@cad1.org.ar,"330867 100, 321575 100, 596164 100, 537895 100, 09819 100, 304352 100, (342) 458 2003, 1389835729, 1757548800, 1229176142",7,2025-09-25T14:16:02.244663,No
colegio site:.ar,ar,colegio,abogadosdesalta.org.ar,https://abogadosdesalta.org.ar/,200,1846,hola@grupomasenz.com.ar,hola@grupomasenz.com.ar,"1004819197, 1758589261, 1758589279, 1756653088, 1742220545, 1742220549, 1742220554, 1756655766, 1755179701, 1755618004, 1742220768, 1742220556, 1752681928, 30-52274501, 285012734009488, 1631222494106, 136809165, 352586408081603, 250527694990326, 1663340856521, +54 (387) 4312256, 1999999999",9,2025-09-25T14:16:01.685892,No
colegio site:.co,co,colegio,cgb.edu.co,https://www.cgb.edu.co/,200,1776,admissions@cgb.edu.co,admissions@cgb.edu.co,"00000057, 2.333333333333, 2.666666666666, 1.666666666666, 1.333333333333, 1.066666666666, 1753366474, 1758681772, 1758681810, 1753121323, 1753121327, 1753121336, 59269934, 432276375514705, 50434114046948, 314245825, 207495505039614, 626975203371346, 179970445948210, 1758586759, 0 115-129 208, 552562190, 184220360321077, 710202149341449, 552669473, 184220360411077, 276716038833420, 553339952, 184220360501077, 216084607854359, 552409287, 184220360651077, 595052900963692, 553006245, 184220360681077, 764350475828183, 552067018, 184220360861077, 717974815565154, 180912061487624, 1758326594, 551096351, 184214002031077, 732388414453672, 551432158, 184214002781077, 447312071049297, 552323508, 184214002931077, 798772372093260, 551467933, 184214003021077, 540398938418624, 552060770, 184214003111077, 863768504618258, 551599127, 184214003201077, 519374245700493, 550882902, 184214003291077, 702268479711307, 550876519, 184214003441077, 757669198573955, 180706060219182, 1757460600, 543776759, 184198134221077, 495184714437395, 544076676, 184198133801077, 722660156566025, 546263690, 184198135001077, 653522861890636, 544753128, 184198135121077, 261425683475649, 544841615, 184198135211077, 402388370370169, 546271087, 184198135391077, 828558796006399, 544114245, 184198135511077, 274275531552421, 544073737, 184198135601077, 818444758605605, 543399475, 184198135691077, 357558842816181, 543732231, 184198135781077, 182154371792501, 20009006293127, 180534787252072, 1757183059, 543721757, 184194575291077, 677805015874046, 543742816, 184194575501077, 866102564175971, 543702180, 184194575591077, 784415794849629, 543595179, 184194575771077, 329845099982775, 542937288, 184194575861077, 688887922951893, 542745735, 184194575951077, 270985460568024, 542349817, 184194576041077, 352802743315161, 542753103, 184194576161077, 387931471630619, 541978559, 184194576251077, 367636097309095, 541551873, 184194576341077, 384768720330887, 178482458045238, 1756943733, 542115975, 184190895971077, 421410262636840, 541975171, 184190896061077, 473344048422518, 541926810, 184190896151077, 296556424307770, 541958905, 184190896241077, 359509812369665, 542002732, 184190896331077, 406435520057166, 541933386, 184190896451077, 657491985219993, 542270294, 184190896541077, 917924321998375, 541938907, 184190896751077, 824285553340460, 542331578, 184190896841077, 164941531151400, 59118561554, 1692286319167, 1758228518, 549.655 124.083, 867-11.412 132, 305-11.412 132, 438 11.412 132, 117.22 448 288, 448 288 448, 867 11.412-132, 305 11.412-132, 438-11.412-132, 317.51 213.508, 739 81.205-142, +57 315 887 3788, +57 315 601 3709, 46583691, 795964849007674, 1758681811",3,2025-09-25T14:16:13.510379,No
